date       pm25
29.01.2024    74
30.01.2024    66
31.01.2024    64
01.02.2024    47
02.02.2024    45
03.02.2024    29
04.02.2024    19
05.02.2024    26
06.02.2024    32
07.02.2024    22
08.02.2024    53

09.02.2024    62
10.02.2024    66
11.02.2024    56
12.02.2024    29
13.02.2024    49
14.02.2024    84
15.02.2024    55
16.02.2024    58
17.02.2024    37
18.02.2024    40
19.02.2024    37
20.02.2024    31
21.02.2024    48
22.02.2024    36
23.02.2024    27
24.02.2024    33
25.02.2024    71
26.02.2024    67
27.02.2024   106
28.02.2024    76
29.02.2024    83
01.03.2024   111
02.03.2024   109
03.03.2024    61
04.03.2024    93
05.03.2024    82
06.03.2024    83
07.03.2024    74
08.03.2024    90
09.03.2024    88
10.03.2024    59
11.03.2024    62
12.03.2024   108
13.03.2024    66
14.03.2024    84
15.03.2024    71
16.03.2024    37
17.03.2024    27
18.03.2024    30
19.03.2024    62
20.03.2024    97
21.03.2024   105
22.03.2024    50
23.03.2024    45
24.03.2024    30
25.03.2024    27
26.03.2024    52
27.03.2024    34
28.03.2024    35
29.03.2024    26
30.03.2024    78
31.03.2024    88
01.04.2024    74
02.04.2024    20
03.04.2024    21
04.04.2024    29
05.04.2024    25
06.04.2024    25
07.04.2024    44
08.04.2024    42
09.04.2024    43
10.04.2024    28
11.04.2024    38
12.04.2024    40
13.04.2024    37
14.04.2024    36
15.04.2024    37
16.04.2024    27
17.04.2024    25
18.04.2024    35

19.04.2024   33
20.04.2024   29
21.04.2024   40
22.04.2024   34
23.04.2024   65
24.04.2024   63
25.04.2024   50
26.04.2024   35
27.04.2024   40
28.04.2024   38
29.04.2024   45
30.04.2024   41
01.05.2024   35
02.05.2024   37
03.05.2024   34
04.05.2024   39
05.05.2024   46
06.05.2024   38
07.05.2024   37
08.05.2024   35
09.05.2024   30
10.05.2024   41
11.05.2024   56
12.05.2024   25
13.05.2024   30
14.05.2024   26
15.05.2024   29
16.05.2024   35
17.05.2024   36
18.05.2024   33
19.05.2024   28
20.05.2024   28
21.05.2024   46
22.05.2024   35
23.05.2024   35
24.05.2024   52
25.05.2024   35
26.05.2024   36
27.05.2024   37
28.05.2024   40
29.05.2024   36
30.05.2024   50
31.05.2024   53
01.06.2024   37
02.06.2024   46
03.06.2024   55
04.06.2024   41
05.06.2024   45
06.06.2024   32
07.06.2024   42
08.06.2024   46
09.06.2024   41
10.06.2024   38
11.06.2024   34
12.06.2024   28
13.06.2024   32
14.06.2024   32
15.06.2024   33
16.06.2024   34
17.06.2024   27
18.06.2024   25
19.06.2024   35
20.06.2024   34
21.06.2024   45
22.06.2024   33
23.06.2024   33
24.06.2024   28
25.06.2024   35
26.06.2024   41
27.06.2024   48
28.06.2024   47
29.06.2024   50
30.06.2024   55
01.07.2024   28
02.07.2024   24
03.07.2024   28
04.07.2024   27
05.07.2024   18
06.07.2024   30
07.07.2024   24
08.07.2024   35
09.07.2024   49
10.07.2024   63
11.07.2024   39
12.07.2024   45
13.07.2024   25
14.07.2024   27
15.07.2024   26
16.07.2024   45
17.07.2024   28
18.07.2024   26
19.07.2024   30
20.07.2024   37
21.07.2024   51
22.07.2024   53
23.07.2024   28
24.07.2024   30
25.07.2024   31
26.07.2024   37
27.07.2024   45
28.07.2024   34
29.07.2024   24
30.07.2024   28
31.07.2024   37
01.08.2024   44
02.08.2024   50
03.08.2024   37
04.08.2024   43
05.08.2024   31
06.08.2024   31
07.08.2024   37
08.08.2024   48
09.08.2024   39
10.08.2024   33
11.08.2024   39
12.08.2024   33
13.08.2024   36
14.08.2024   34
15.08.2024   43
16.08.2024   51
17.08.2024   50
18.08.2024   37
19.08.2024   31
20.08.2024   35
21.08.2024   46
22.08.2024   30
23.08.2024   38
24.08.2024   44
25.08.2024   43
26.08.2024   29
27.08.2024   46
28.08.2024   56
29.08.2024   66
30.08.2024   64
31.08.2024   46
01.09.2024   36
02.09.2024   47
03.09.2024   65
04.09.2024   62
05.09.2024   63
06.09.2024   65
07.09.2024   55
08.09.2024   61
09.09.2024   41
10.09.2024   35
11.09.2024   36
12.09.2024   18
13.09.2024   21
14.09.2024   17
15.09.2024   24
16.09.2024   48
17.09.2024   69
18.09.2024   90
19.09.2024   61
20.09.2024   64
21.09.2024   59
22.09.2024   60
23.09.2024   55
24.09.2024   50
25.09.2024   25
26.09.2024   30
27.09.2024   16
28.09.2024   17
29.09.2024   20
30.09.2024   38
01.10.2024   51
02.10.2024   57
03.10.2024   37
04.10.2024   40
05.10.2024   45
06.10.2024   55
07.10.2024   45
08.10.2024   40
09.10.2024   31
10.10.2024   26
11.10.2024   30
12.10.2024   48
13.10.2024    32
14.10.2024    33
15.10.2024    50
16.10.2024    74
17.10.2024    46
18.10.2024    45
19.10.2024    55
20.10.2024    59
21.10.2024    55
22.10.2024    62
23.10.2024    43
24.10.2024    69
25.10.2024    75
26.10.2024    73
27.10.2024    86
28.10.2024    66
29.10.2024    54
30.10.2024    52
31.10.2024    36
01.11.2024    49
02.11.2024    42
03.11.2024    85
04.11.2024    48
05.11.2024    81
06.11.2024   106
07.11.2024    79
08.11.2024    83
09.11.2024    96
10.11.2024   112
11.11.2024   117
12.11.2024    70
13.11.2024    59
14.11.2024    49
15.11.2024    45
16.11.2024    61
17.11.2024    60
18.11.2024    27
19.11.2024    37
20.11.2024    27
21.11.2024    34
22.11.2024    47
23.11.2024    37
24.11.2024    47
25.11.2024    48
26.11.2024    66
27.11.2024    67
28.11.2024    30
29.11.2024    36
30.11.2024    66
01.12.2024   103
02.12.2024    87
03.12.2024    53
04.12.2024    55
05.12.2024    69
06.12.2024    59
07.12.2024    54
08.12.2024    69
09.12.2024    58
10.12.2024    52
11.12.2024    53
12.12.2024    53
13.12.2024    73
14.12.2024    65
15.12.2024    33
16.12.2024    17
17.12.2024    28
18.12.2024    38
19.12.2024    38
20.12.2024    30
21.12.2024    34
22.12.2024    21
23.12.2024    43
24.12.2024    36
25.12.2024    50
26.12.2024   105
27.12.2024   164
28.12.2024   194
29.12.2024   106
31.12.2024
01.01.2025    56
02.01.2025    31
03.01.2025    26
04.01.2025    39
05.01.2025    78
06.01.2025    51
07.01.2025    35
08.01.2025    29
09.01.2025    40
10.01.2025    21
11.01.2025    25
12.01.2025    18
13.01.2025    39
14.01.2025    72
15.01.2025    36
16.01.2025    45
17.01.2025    72
18.01.2025   115
19.01.2025   147
20.01.2025    87
21.01.2025    89
22.01.2025   126
23.01.2025    59
24.01.2025    51
25.01.2025    52
26.01.2025    55
27.01.2025    54
28.01.2025    61
29.01.2025    29
30.01.2025    52
31.01.2025    49
01.02.2025    33
02.02.2025    58
03.02.2025    68
04.02.2025   108
05.02.2025   118
06.02.2025    76
07.02.2025    82
08.02.2025    89
09.02.2025   123
10.02.2025   126
11.02.2025   103
12.02.2025   120
13.02.2025    98
14.02.2025   101
15.02.2025    60
16.02.2025    84
17.02.2025   121
18.02.2025   113
19.02.2025   104
20.02.2025   124
21.02.2025   103
22.02.2025    96
23.02.2025    97
24.02.2025    93
25.02.2025   126
26.02.2025   117
27.02.2025    76
28.02.2025    65
01.03.2025    54
02.03.2025    65
03.03.2025    61
04.03.2025    70
05.03.2025   101
06.03.2025    99
07.03.2025   130
08.03.2025   131
09.03.2025   110
10.03.2025   113
11.03.2025   132
12.03.2025   112
13.03.2025    89
14.03.2025    69
15.03.2025    71
16.03.2025    68
17.03.2025    49
18.03.2025    70
19.03.2025    97
20.03.2025    80
21.03.2025    92
22.03.2025    92
23.03.2025    82
24.03.2025    92
25.03.2025    94
26.03.2025    92
27.03.2025    61
28.03.2025    96
29.03.2025    99
30.03.2025    57
31.03.2025    47
01.04.2025    58
02.04.2025    69
03.04.2025    54
04.04.2025    65
05.04.2025    52

06.04.2025   36
07.04.2025   41
08.04.2025   49
09.04.2025   60
10.04.2025   44
11.04.2025   61
12.04.2025   62
13.04.2025   66
14.04.2025   60
15.04.2025   53
16.04.2025   58
17.04.2025   58
18.04.2025   49
19.04.2025   39
20.04.2025   44
21.04.2025   50
22.04.2025   48
23.04.2025   56
24.04.2025   59
25.04.2025   67
26.04.2025   42
27.04.2025   51
28.04.2025   53
29.04.2025   61
30.04.2025   51
01.05.2025   52
02.05.2025   55
03.05.2025   55
04.05.2025   41
05.05.2025   36
06.05.2025   48
07.05.2025   48
08.05.2025   44
09.05.2025   53
10.05.2025   44
11.05.2025   45
12.05.2025   56
13.05.2025   50
14.05.2025   57
15.05.2025   38
16.05.2025   40
17.05.2025   38
18.05.2025   36
19.05.2025   40
20.05.2025   53
21.05.2025   54
22.05.2025   55
23.05.2025   41
24.05.2025   41
25.05.2025   47
26.05.2025   49
27.05.2025   53
28.05.2025   47
29.05.2025   40
30.05.2025   46
31.05.2025   49
01.06.2025   53
02.06.2025   47
03.06.2025   66
04.06.2025   56
05.06.2025   46
06.06.2025   42
07.06.2025   37
08.06.2025   42
09.06.2025   40
10.06.2025   54

